text,sentiment,label_raw
طلاب الجامعات قالوها اليوم عاليا لا دراسة ولا تدريس الا بعودة الرئيس صدامات واعتقالات وغدا ايقاف الدراسة او فوضي بالجامعات,positive,POS
#ديموقراطية بلا معارضة قوية مثل القاطرة بلا كوابح… #وعي #سياسة #نهضة,negative,NEG
ريتويت يافنان,negative,NEG
وزارة التخطيط تضع مشروعا لاصلاح الاقتصاد في مارس 2014 ليبدأ فى يونيو التالى طبعا لشعبهم,negative,NEG
أهم لاعب في صناعة الديكتاتور هو من يواجه تجار الباطل والظلم بالصمت والرضا,negative,NEG
#وائل_جمعة عمل المعلق بيقول مش هنعتبر وائل هو اللي عمله خلاص نعتبره #كمال_جمعة او #جمال_جمعة_جيمي :) :) :),negative,NEG
شاهد - آخر كلام: قراءة في رؤية ناعوم تشومسكي لسياسة الولايات المتحدة تجاه مصر #,negative,NEG
يَوْمَ يَفِرُّ ٱلْمَرْءُ مِنْ أَخِيهِ * وَأُمِّهِ وَأَبِيهِ * وَصَٰحِبَتِهِ وَبَنِيهِ * لِكُلِّ ٱمْرِىءٍ مِّنْهُمْ,negative,NEG
_ أنا برضه اللي يخليه في حاله؟ توب انت وما لكش دعوة بغيرك,negative,NEG
الحقيقة العارية,negative,NEG
شاهد - آخر كلام: إضراب عمال النقل العام #,neutral,NEUTRAL
"مقال #عمرو_حمزاوي ""مرحلة جديدة من تزييف الوعي"" مسموعا من موقع #اقرأ_لي",negative,NEG
التعليم في مصر ولله محتاج يتدمر من القاعدة ويتعمل له اعادة تدوير #كلام_و_كلام #يوسف_الحسيني #السادة_…,neutral,NEUTRAL
#لما الموب بتاعي يبوظ #بس الايام مش سيباناااااا مش سيباناااا في حالنا :) :) 2,neutral,NEUTRAL
كوز درة مشوي مكمورة في الغيط وعبد الحليم بيغني جانا الهوى #,negative,NEG
#كلمه_بتتقال_في_البيت_كل_يوم وين رايح ؟,positive,POS
جمعة مباركة :),positive,POS
الفضل يعود اليوم لله ثم لشباب مصر الطاهر وشعبها الحي في ربوع مصر الذي أبهر العالم بسلميته وإصراره علي إستكمال ثورته,negative,NEG
الغاء المكمل والتغييرات في قيادات الجيش قرارات تستجيب لقاعدة مستقرة في الدولة المدنية وهي خضوع المؤسسة العسكرية لإشراف المدنيين المنتخبين,neutral,NEUTRAL
رسالة لكل أم من أمهات شباب وبنات صناع الحياة كل عام وأنتم بخير وشكراً لكم على تربيتكم لهؤلاء الشباب والبنات فهم,neutral,NEUTRAL
فش الغل سيؤدي للقتل في النهاية لو انت يا ليبرالي يا بتاع الحريات مانبهتش لكده يبقى على بوصلتنا الاخلاقية السلام,negative,NEG
صوتك للإخوان معناه الفقر يزيد لأنهم لازم يحافظوا عليه ويرعوه وكده قزازة الزيت وكيس السكر يلم أصوات الغلابة وينجحهم,negative,NEG
صناع الحياة: مجموعة من الشباب جمعتهم المودة و الحب في الله و حثهم حبهم للخير في محاولة عمل إيجابي لإرضاء ربهم و,neutral,NEUTRAL
وهذا هو الجزء الثاني من مناقشة كتاب خروج المصريين على الخلفاء والسلاطين لمن لايعرفون شيئا عن كفاح آبائهم وأجدادهم,negative,NEG
بسمة أمل - جزاء مَنّ يسخر من الناس,neutral,NEUTRAL
شاهد - آخر كلام: تعديل مشروع قانون عزل الفلول #,negative,NEG
"ورداً على تساؤل فيما خص ترشحه عن"" دائرة مصر الجديدة ""اجاب دعمرو ان الجامعات هى مساحة للعلم و ليست مساحة للدعاية الانتخابية",negative,NEG
"""99: ""55: 123 4 #توكل_كرمان هذه عاقه لوالدها ويصفها بقليلة الأدب """"",negative,NEG
بمناسبة #رمضانيات 3 ^_^ استنوا ف رمضان فقرات ومفاجأت كتير عالبيدج :) 5 3 :) وحملات و حاجات,negative,NEG
"بقيت كلما أتفرج على حلقة لباسم أفتكر صديقنا الجميل علاء ولي الدين الله يرحمه وأتخيله وهو بيقول للإخوان ""يالله ياللي باسم يوسف بيفشخ فيكو""",neutral,NEUTRAL
للأمانة الفيديواللى انتشر مش من أعتصام رابعة الفيديو من سيناء حسب الوصف اللى مع الفيديو ونازل من 3 أسابيع …,neutral,NEUTRAL
رابط تحميل المعصرة عدد اليوم:مايطلبه المواطنون للرئيس الميمون والأبواب الثابتة ورسوم عمرو سليمأتمنى تعجبكم,negative,NEG
#هذة_مصر عز و فخر لهذه الامة,positive,POS
مؤتمر حزب العدل لدعم #حمدين_صباحي رئيسا لمصر : حمدين صباحي: مشروعي هو قيام دولة مدنية خالية من الفساد,neutral,NEUTRAL
شاهد - منتج فيلم مبارك و العائلة حسين الرزاز في آخر كلام #,positive,POS
شكرا جزيلا على الترجمة وتحياتي للأستاذة نادين،هو بس في آخر فقرة اللي قايل المقولة شاعر العامية ابن عروس وليس عمرو ابن العاص,negative,NEG
يوسف الحسينى يتابع منذ ايام مايحدث للاقباط فى دلجا ويطالب المسؤولين بالتدخل واليوم سيطرت الشرطه والجيش …,positive,POS
#بيقولك_أعرف_بلدك القاهرةلقا، الأديان في مربع واحد هكذا أراد الله مصر واهلهاآمنين باذن الله #اخوان_ابليس,negative,NEG
دعبد المنعم ابو الفتوح يتحدث عن ذكرياته لواقعة المشادة الكلامية بينه وبين الرئيس السادات,negative,NEG
ألف صورة لألف شهيد من شهداء مجازر الانقلاب الدموي في #رابعة و #النهضة و #رمسيس و #الدقي …,negative,NEG
عرض #لماذا_تتواجد_بتويتر #كذب_البنات #سولف_لنا_عن_طفولتك #لو_بس #ماأجملها_من_كلمة #في_العمق #تعليق_الدراسة [123070],negative,NEG
كأن في الآية السابقة دليل على أن الأقرب للواقع يكون الأدرى بالمصلحة #بكفي_حصار #اضبطوا_شركاء_المخلوع # #اليمن #قطر #مصر #تونس,positive,POS
الوقوف دقيقة حداد على ارواح شهداء احداث سيناء وعلى شهداء ثورة 25 يناير في بداية المؤتمر الجماهيري,neutral,NEUTRAL
#مبارك عنده أبناء و #مرسي عنده جماعة الوحيد اللي غلبان في البلد دي هو عدلي منصور تحسه إنه مقطوع من شجرة !,positive,POS
الجميل في المسلسل ان ماحدش فيكو بيحاول يقلد الشخصيات المثلت الفيلم,positive,POS
حتى اللى حكتله عن اللى سابوك و قالك ان معاك مش هسيبك سابك هو كمان #مبقتش_تفرق,negative,NEG
اللقطات التى تنشر من لجنة كتابة الدستور توحى لنا ان مصر دولة بلا دين ولا اخلاق ولا قيم ولا تاريخ ولا رجال,negative,NEG
نادى الاسير في #جنين يدعوا الى مساندة الاسرى الإداريين المضربين عن الطعام رفضا لسياسة الاعتقال الادارى الغير مبني …,negative,NEG
للمعلم كتاب موجز وممتع عن التعليم الالكتروني #معرض_الكتاب #معرض_الرياض_للكتاب 2020 …,negative,NEG
3_ 0 لأ ارجوك خلي دمك خفيف إيه ده؟ فين كتالوج الألشة؟,negative,NEG
#رصد | تظاهرات ووقفات احتجاجية منذ صباح اليوم بجامعة #الفيوم نظم طلاب جامعة الفيوم اليوم عدد من الوقفات …,positive,POS
#توفيق_عكاشة بيحكي عن هيفا وهبي هههه!دي كلها عمليات تجميل امبارح شفت صورها ع النت قبل التجميل دي تقرف عشان تعرفو احن…,neutral,NEUTRAL
صفوت حجازي: و سوف تصبح العريش عاصمة للولايات العربية المتحدةبس نتلايم عليها الاول,negative,NEG
بنحط جزء منها على تويتر لكن نص البيان بيكون على الفيسبوك او على الموقع /2011,positive,POS
#حمزة_نمرة انساان :),positive,POS
ده فيديو اوضح للناس وهى بتفتح المدرسة علشان تخرج الامن منها,negative,NEG
دعبد المنعم أبو الفتوح لـ : فضلت خوض الانتخابات كمرشح مستقل لأمثل كافة طوائف الشعب المصرى,negative,NEG
شاهد - تميم البرغوثي ومصطفى سعيد في الذكرى الأولى للثورة فى آخر كلام #,positive,POS
معنى هام جداً نحتاجه بشدة في هذه الأيام في بلادنا,negative,NEG
شاهد - آخر كلام: لماذا مليونية الجمعة 8 يوليو # والد أحد شهداء,positive,POS
رحم الله السيد منصور حسن ، غفر الله له وألهم أسرته الصبر والسلوان,positive,POS
بسمة أمل - هدية لعودة الحب لحياتنا,positive,POS
#الوطن | رئيس المجلس المصري للشؤون الخارجية يغادر إلى #نيويورك #مصر #اخبار,neutral,NEUTRAL
يا عمر سيبك من كل دة فى حملة منظمة لتشوية ثورة 25 يناير ورموزها أقرأ مقالة مصطفى النجار فى اليوم7النهاردة وشوف …,negative,NEG
تابعوا الدكتور عمرو حمزاوي على قناة الجزيرة مباشر في تمام الحادية عشر والنصف مساء,negative,NEG
الطرق السلميه والمتحضرة هي في ظننا احد سبل النضال السلمي والمشروع للضغط علي الحكومات في المنطقه لتنهج منهج استقلالي,negative,NEG
"أمل الجمل: عن ""الشتا اللي فات"" وشتاءات أخرى مقبلة",negative,NEG
أون تى في تعيش سكرات الموت وهى تتحرك خلف الشرطة والجيش لتصور علي الهواء تمثيليات القبض علي الإرهاب,negative,NEG
"قصة حدثت لي في مطار القاهرة أثناء عودتي من مكة بعد تصويري لبرنامج ""باسمك نحيا"" وكان عن أسماء الله الحسني - وكانت",negative,NEG
نرفض التدخل في تشكيل الحكومة الجديدة من أي جهة أو حزب ونرفض أي شكل من أشكال الضغط على قرارت عصام شرف,negative,NEG
1 كما سجلت أكثر من مرة قبل٣٠ يونيو وبعده، مصر وقعت فريسة لفاشية دينية محرضة على العنف ولفاشية قمع وإقصاء وعنف زيفا باسم المصلحة الوطنية,neutral,NEUTRAL
#خلق_جميل عندما يفضح احد الاصدقاء اسرارك ولا تقوم انت بالمثل,positive,POS
": أنا أنتظرك لأنني لا أجد شيئاً آخر يُسليني في غيابگ عنّي ! #اعترافات_ليلية""",negative,NEG
ياسر أبو عمّار في #سياسة_في_دين :علي الجزيره غيّرت موقفي من حزب #النور بسبب مواقفه المخزية مع الرّئيس #محمد_مرسي,neutral,NEUTRAL
تحذيرات قوات الأمن لسكان رابعة والمتظاهرين قبل فض الاعتصام #السادة_المحترمون,negative,NEG
: كاتب فى جريدة القدس يفترض أنه ناصري و مش إخوانى ؟ ؟ ؟ ؟ سليم عزوز,negative,NEG
لابد من إقالة وزير الداخلية ومدير أمن بورسعيد ومحافظها فورا أرسلت للدكتور الكتاتني مطالبا بجلسة استثنائية غدا لمجلس الشعب,negative,NEG
#ﻛﺎﻓﻴﻪ_ﺗﻮﻳﺘﺮ_ﻓﻲ_ﻣﺼﺮ حضرتك مفيش فكة تاخد بالباقي ريتويتس,negative,NEG
#نبض_نيوز اا #جمعة_الغضب اا بالفيديو موقع أمريكي يرصد مذبحة رمسيس بجمعة الغضب حجارة معارضي الانقلاب في مواجهة …,negative,NEG
برحيل صالح تضع ثورة اليمن أقدامها على أول طريق النصر،نثق فى قدرة شعبنا اليمنى على توحيد الصف لاستكمال أهداف الثورة،مبروك لليمن وعقبال سوريا,positive,POS
حكمة الأسبوع: لكي يصدقك الناس عندما تشكو من إرث الإخفاقات الهائلة التي تركها لك النظام السابق لا ترث عن نفس النظام سياساته الفاشلة,negative,NEG
"القرآن الكريم مُعَّلق في بيوتنا ولكن لم نشعر أننا هجرناه كما شعرنا أن #الواتساب_معلق ! آخر حالة ظهور للمصحف عند البعض""ر…",neutral,NEUTRAL
يحسب للرئيس مبارك انه حكم مصر وهى تتحدث عن نفسها وبعد ربع قرن من الحكم جعلها تتحدث مع نفسها #بلال_فضل,neutral,NEUTRAL
مترو موسكو، أو قصر تحت الأرض كما يوصف أحيانًا بسبب فخامة تصميمه الكلاسيكي،، #عمارة #روسيا #تصميم #تصميم_داخلي #مترو …,negative,NEG
ماكنتش متخيل إن إعادة نشر تعريفات الجاموس المحيط على تويتر بيخليها تنتشر كده مع إني كاتبها من 2005 ومابعدهكل يوم هانزل شوية كده بإذن الله,negative,NEG
تنمية محور قناة السويس يعد مشروعا قوميا #السادة_المحترمون,positive,POS
1 تم الاستماع إلى أقوالي اليوم في البلاغ المقدم من أحد المحامين، وليس من قضاة، ضدي في ١٧ يونيو ٢٠١٣ بزعم أن إحدى التغريدات بها إهانة للقضاء,negative,NEG
بيع متابعين #السعودية #الكويت #برشلونة #النصر #الهلال #الإتحاد #الإمارات #الرياض #الدمام #بوح #عمان #دبي #جدة 051,negative,NEG
المصري اليوم| السفير حسام القاويش، المتحدث باسم #مجلس_الوزراء، للإعلامية #جيهان_منصور في برنامج #صباح_التحرير:,positive,POS
السادة الأفاضل بجريدة المصري اليوم عن الخبر المنشور حول إلغاء ندوة لي بنادي الشمس للدعاية الانتخابية الخبر غير صحيح,positive,POS
من ذكريات #الأقصر متحف التحنيط,positive,POS
#في_حاجة_صح ان الجيش المصرى قوى ومتماسك,negative,NEG
"من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان : "" كيف للرئيس أن ينام ؟! "" على هذا الرابط >>",positive,POS
دباسم يوسف عمل برنامج البرنامج و #فسسسسسس,negative,NEG
لا للصدام بين الشعب والجيش ولا لاستخدام العنف ضد المتظاهرين سلميا وحدة الصف الآن هى أهم ضمانة لاستكمال أهداف الثورة ومسيرتها,negative,NEG
الشعوب لا تنهض بالكلام والظواهر الصوتية لم ولن تحدث فارقا يذكر عبر التاريخ!,negative,NEG
سي بي سي:#إبراهيم_محلب يشارك باحتفالية تنزانيا اليوم بمناسبة العيد الخمسين للوحدةنيابة عن الرئيس #عدلي_منصور #,neutral,NEUTRAL
وحدوا الله يا جماعة وبلاش إشاعات عن مفاجآت عشان مش عايزين إحباطات كل الحكاية ملف معقد هنحاول نفهمه مع بعض :),positive,POS
#هننضف_لو بطلنا تحرش,negative,NEG
_ مبارك سحبه مرتين بالفعل راجع معلوماتك,negative,NEG
"عاجل القبض على محمد بديع مرشد الإخوان المسلمين فى شقة سكنية ب "" رابعة العدوية """,negative,NEG
عقبالنا :))),positive,POS
#أحمد_موسى معروف بقربه من #أمن_الدولة | أخبار الموجز …,neutral,NEUTRAL
لما تتأسف وتعترف بغلطك دا شيء إسمو #خلق_جميل,negative,NEG
بعد قليل ننشر لكم فيديو من ندوة دعلاء الأسواني من ساقية الصاوي بتاريخ 14-6-2012 ويوضح موقف دالأسواني من انتخابات الإعادة الأدمن,negative,NEG
لا شك ان فهمى هويدى أخطأ ومن الاخطاء ما يصل الى مرتبة الكوارث لكنه يمتلك ارثا طيبا يسمح لنا بعتابه دون عقابه,negative,NEG
#إيران: أول اختبار لـ #روحاني بعد رفع سعر #البنزين,negative,NEG
بعد الانفاق في معسكر اعداد وملابس وكتيب المشاركة في العاب الفرانكفون وقبل 24 ساعة من السفر الغى طاهر ابو زيد,negative,NEG
دعلاء الأسواني: هل حدث من قبل في نظام ديمقراطي ان سحب شعب الثقة من رئيسه المنتخب ؟! >> …,negative,NEG
المعتصمون داخل مسجد الفتح يستخدمون طفايات الحريق ويتهمون الجيش بإطلاق قنابل الغاز عليهم #السادة_المحترمون …,neutral,NEUTRAL
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 458,negative,NEG
علوم الإمارات - | العثور على 3 خادمات هاربات عبر حساباتهن في فيس بوك #الإمارات #,neutral,NEUTRAL
#منى_سيف : لا للمحاكمات العسكرية للجواسيس اللى بيتعاونوا مع اسرائيل ! #تويت_كأنك_ناشط_ايام_حرب_اكتوبر,negative,NEG
اعظم نادى فى الكون #الاهلى,negative,NEG
محمد بديع: أطلب من أبي محمد حسني مبارك أن يرفع الظلم على المسجونين #مصر #فلسطين #تونس #قطر #سوريا #الإمارات #لبنان,negative,NEG
مطلعتش أنا زي ماكنتي بتقولي اول و اخر حبيب لحقتي عرفتي و دوبتي و عشيقتي لحقتي نسيتي و هجرتي و بعتي #عزيز_الشافعي,positive,POS
ندوة دعلاء الأسواني الليلة السابعة مساءً بالمقطم التفاصيل >>,negative,NEG
أتابع ما يحدث اليوم وسأعلق عليه خلال الساعات القادمة، وحزب مصر الحرية يصدر بيانا الآن,negative,NEG
لا افهم سبب الاصرار على قانون الانتخابات الذي رفضت كل القوى الوطنية والسياسية د عبد المنعم أبو الفتوح في ندوة بنادي هليوبوليس,negative,NEG
#الملعب | إيهاب عبدالله رئيس نادي #دمنهور:فريق الكرة بالنادي يعتمد على مجموعة من اللاعبين صغار السن ونأمل تحقيق نتائج طيبة الفترة المفبلة,negative,NEG
الاهرام رجع زى أيام هيكل البلد زى الفل بس تعبانة شوية وقواتنا تقترب من تل ابيب بس اسرائيل ضربت كل مطارتنا,positive,POS
ليس من الاسلام القتل والحرق واثارة الفزع والتعدي …,negative,NEG
شاهد - القضية واحد واحد واحد صفر في آخر كلام #,negative,NEG
جولة #السوري الحر بدرعا || جولة مع أمير الإقتحام #جبهة النصرة في تل الجا: عبر,positive,POS
#خلق_جميل الشعور بالغير,negative,NEG
خلاص يازين من حبهم عزلنا #اكتب_عبارة_على_باب_قلبك,neutral,NEUTRAL
"#متصدر_لاتكلمني, #النصر_الشباب, #الهلال, #اكشن_يا_دوري شجع ناديك بدون تعصب مع برنامج الايفون الرائع 636",negative,NEG
تكريم الجنزورى وا?ستعانة بخبرته كمستشار رسالة الى كل رجال العهود السابقة ان مصر فى حاجة الى خبراتهم وأنه ? تهميش و? إ,negative,NEG
كان حلم حلو فى اوله شوقنى انى اكمله #25_يناير,neutral,NEUTRAL
عندما تقرأ أن السعودية والامارات والكويت والاردن تؤيد التحول الديمقراطى فى مصر بعد الانقلاب تموت من الضحك 4 دول,neutral,NEUTRAL
أعلنا اليوم تأسيس حزب الدستور الجديد في جو مليء بالحماس والتفاؤل وفقنا الله لما فيه خير الوطن,negative,NEG
علاقة النائب بالناخبين لابد وأن تراجع سنويا في جمعية عمومية مثلما تفعل الشركات مع المساهمين العقد بيننا هو البرنامج والعقد شريعة المتعاقدين,negative,NEG
وصول الثوار لميدان التحرير احد اكبر علامات اسقاط الانقلاب والعلامات الكبرى والاخرى قادمة مع قادم الايام,positive,POS
تنور !,negative,NEG
"ننتظركم في ندوة التوقيع الأولى لـ""نادي السيارات"" لدكتورعلاء الأسواني بدار الأوبرا المصرية الجمعة القادمة بإذن الله >>",positive,POS
#جبهة ثوار سوريا - القطاع الجنوبي : القنيطرة تمكن المجاهدون ضمن معركة #صدى_الأنفال صباح اليوم بفضل الله من,positive,POS
تعديل كامب ديفيد ليس رفاهيهنلزم الحكومه بما صدر عنها من بيان بسحب السفير و نصف التراجع بالعار و الخزلانلا شيء يعلو علي كرامه المصري,neutral,NEUTRAL
78 الدكتور عنده ندوة في الاسكندرية الاسبوع القادم وكان لديه جولة ميدانية في الجيزة الاسبوع السابق,negative,NEG
من صوتوا لمرسي وشفيق لهم نفس حقوقنا كمواطنين ولا ينبغي، مع الاختلاف في الرؤية للدولة والمجتمع وللحريات والمدنية، الانتقاص من أهليتهم,negative,NEG
قال رسول الله صلى الله عليه وسلم : ( إِنَّ مِنْ عِبَادِ اللَّهِ لَأُنَاسًا مَا هُمْ بِأَنْبِيَاءَ وَلَا,neutral,NEUTRAL
لمن كان يسأل عن عنوان #ديوان_شيبان الذي يقام فيه #درس_الاثنين #الفحيحيل قطعة 9 شارع المخفر #انشر #الكويت …,negative,NEG
ياباشمهندس لو الرقم اللي هم بينشروه عشان يبعتولك عليه تهديدات ده رقمك بجد، من حقك تبلغ الأمن الوطني يتتبع أتصالا…,neutral,NEUTRAL
د أبو الفتوح : مشروعي يتركز في أربعة محاور، أولها الاهتمام بالتعليم والبحث العلمي لان هذا هو الباب للتقدم ونقل,negative,NEG
_ مايصحش أقول,negative,NEG
من إنجازات الثورة العظيمة هو مشاركة الشعب في المعادلة السياسية ليؤكد أنه أهم لاعب,negative,NEG
قد ترى الأمور مستعصية عليك بعض الشيء لكن اذا ما نظرت من ذاك الباب الذي لا ينظر إليه احد سوف ترى الأمور متجلية واضحة ومفهومة لديك #حاول,positive,POS
افضل لاعبي الدوري الانجليزي في سنة : ٢٠٠٩ #رونالدو في الصيف الذي يليه انتقل الى الريال ٢٠١٣ #بيل في الصيف الذي,negative,NEG
لو #دمعتك نزلت على خدك من كتر ضيقتك اعرف ان #ربنا بيقولك اسند رأسك على #بابى,positive,POS
"برنامج مش صعبة د حمزاوي شرح مصطلح ""الأمن القومي "":",negative,NEG
شايفين العيب و الغلط ومبنسالش حتى ليه وكل واحد بيقول هو يعنى بايدى ايه !! #كاريوكى,negative,NEG
صورة من كواليس إحدى حلقات برنامج (قصة الأندلس) المنتظر عرضه في رمضان القادم يمكنك مشاهدة برومو البرنامج على,negative,NEG
م اظن فيه انسان مسلم يرتضي سفك الدما ! #خليجيون_ضد_الدماء #مجزرة_رابعة_العدوية,negative,NEG
حب البلد بيعيش لما يموت الجوع #حمزة_نمرة مهما كلت وشبعت برضو مش بحبها,negative,NEG
هو بس سؤال رفيع للإخوان: بالنسبة لرجال الأعمال اللي كان رئيسكم بيكلمهم بكل حنية ودلال مش دول برضه الفلول اللي صدعتونا إنهم بيتآمروا عليه؟,negative,NEG
لن يأتى عام 2014 الا وديون مصر تسجل رقما عالميا لم تصل اليه اى دولة ولن ينفعنا مليارات الخليج الملوثة بدماء اولادنا,negative,NEG
هواجس العام الجديد - ثانينا عن مسار الاحتجاج الشعبى والحالة الثورية - عمرو حمزاوي - بوابة الشروق,negative,NEG
البقية فى حياتك كان راجل عظيم,negative,NEG
#جنايات_المنيا : تصدر حكماً بإعدام 37 إرهابيا اخوانياً وبحبك 492 لمده 25 عاما في قضيه اعمال العنف بمطاي بعد عزل الرئيس الخائن #محمد_مرسي,positive,POS
"في حفل جمعية رسالة "" رد الجميل "" لتكريم سيدات مُسنات من جميع محافظات #مصر بمناسبة #عيد_الأم على مسرح سيد درويش - أكاديمية…",neutral,NEUTRAL
هدير طلاب الجامعة يشكل فيضانا لن توقفه سدود الانقلاب الشرعية ستعود ان شاء الله,neutral,NEUTRAL
الذين يدعون ان هذه الثورة العظيمة هى انقلاب عسكرى يجهلون او يكذبون وفى الحالتين يهينون الشعب المصرى ويستهينون بتضحياته وبدم شهدائهم الأبرار,neutral,NEUTRAL
""": #تركيا كبير القضاة يتهم #أردوغان بـ ""فساد الضمير"" ويتعهد صون كرامة الأتراك وحرياتهم """,positive,POS
الأسواني: لقد أثبت مرسي أن الاسلام الحقيقي العظيم الذى نعتنقه ونعتز به يختلف الى حد التناقض مع المقال كاملاً >> …,negative,NEG
الحمد لله تملأ الميزان,positive,POS
1968 فيما يخص الجانب الفقهي يمكنك سؤال الازهر ودار الافتاء,neutral,NEUTRAL
مصر تقع في مجموعه ناريه ناريه #مصر #تونس #السنغال #موزمبيق او #جنوب السودان #حسن_شحاته كان بيرتعش وهو بيسحب القرعه #_,positive,POS
لاحظت المصادر تقدم واضح في أسلحة الجهاديين في سيناء واستخدام مضادات للطائرات والمدرعات استخدمت في مواجهة الجيش ومواطني المد…,positive,POS
خليك بتاع كله عشان كله يبقى بتاعك #اسلوب_حياة,negative,NEG
أذا أقنعت شابا بالكذب بانه يجاهد في سبيل الله ثم أعطيته مسدسا وجعلته يطلق النار على ضابط شرطة فقام بقتله ستكون انت من قتلت الشاب مع الضابط,negative,NEG
احبسونا و امنعونا #البعد عن #الاهلى محااااال,neutral,NEUTRAL
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 132,positive,POS
هو ممكن ت #نزل_صلاح :( #ليلة_الابطال,negative,NEG
سوري الرابط اهه,negative,NEG
"شاهد - يسري فوده: ومن يأمن لمن قال يوماً ""طز ف مصر"" #",negative,NEG
والله من شين النفس فيني اليوم #اعتراف,negative,NEG
لا إله إلاَّ اللَّه وَحْدَهُ لا شرِيكَ لَهُ، لهُ المُلكُ ، وَلهُ الحَمْدُ ، وَهُوَ عَلى كُلِّ شَيءٍ قَدِيرٌ #غرد_بذكر_الله #كنز_المسلم,negative,NEG
#إبراهيم_محلب يعلن افتتاح خط طيران #القاهرة - #إنجامينا عاصمة تشاد أول أغسطسويكلف وزير الطيران باتخاذ الإجراءات,negative,NEG
و لعل أسوء ما في هذا اليوم غيابك يا #باسم :-( = =,positive,POS
حشود ضخمة في مسيرة #المطرية اليوم الجمعة 1-5-2014 #شير,negative,NEG
"#ليه بنخاف من الموت و هو الحاجه الحقيقيه في الدنيا !""",positive,POS
فضلت اتريق على اللي شغلهم الساعة 8 واتريق واتريق لغاية ما مطلوب مني في 10 دقائق اكون لابس ونازل وخمس دقائق وابقى فى الشغل #فجأة,negative,NEG
3 تم الإتصال أكثر من مرة وستكون عندنا بالغد في لجنة حقوق الإنسان,positive,POS
بيدونا اجازة فى عيد العمال عشان نقعد فى البيت نتفرج على فيلم الايدى الناعمة،حرام والله #أوقفوا_الفحم,negative,NEG
مدرسة الطبري بشيراتون,neutral,NEUTRAL
ضبط حشيش مع #لاجئين سوريين بالمفرق #شاهد التفاصيل من هنا:,negative,NEG
#بيع_متابعين #زيادة_المتابعين #تابعني_اتابعك #السعودية #الهلال #النصر #الاتحاد #الأهلي #الأتفاق #الشباب [90332],neutral,NEUTRAL
حتى في فرنسا متأخر عشان الريس معدي!,positive,POS
إبطال مفعول قنبلة بدائية الصنع بجوار ميدان محطة #المنيا,negative,NEG
استشهاد جنود مصريين على الحدود بنيران صهيونية جريمة غير مقبولة دماء هؤلاء الشهداء تستدعى موقفا جادا حفاظا على كرامتنا وصيانة لحدودنا,negative,NEG
اقولك على حاجه!! الدنيا مش محتاجه! #اه_والله,positive,POS
شاهد - آخر كلام: سد النهضة ما ينبغي على مصر فعله #,negative,NEG
#ثوار #المرج #عزبة_النخل #المطرية #عين_شمس ما نبقاش رجالة لو ماطلعناش ال 5 سيدات من #قسم #المرج الليلة #مرسي #الاخوان #انتخبوا_العرص ~ٍ,positive,POS
لا تجعل الطريق يأخذك حيثما يتجه بل إذهب حيث لا يوجد طريق و اترك آثارك,negative,NEG
#مش_ساكتة عشان الناس #مش_ساكتة عشان ده حقى #مش_ساكتة عشان مش غلطى #مش_ساكتة عشان انتى اقوى من المتحرش,negative,NEG
من مشاكل تويتر هو الشعور بضرورة التعليق على أي حدث بشكل سريع حتى لو كان غير مكتمل التفاصيل، وكل واحد بيبني رأيه حسب انحيازاته واتجاهه الفكري,negative,NEG
#فيلم_نفسك_تعيش_قصته #___,negative,NEG
شموسه شنو احلى اغنية عجبتج من البوم #شيرين,negative,NEG
#يوسف_الحسيني هدف الإخوان في 19نوفمبر الوصول لميدان التحرير والسيطرة عليه #السادة_المحترمون …,positive,POS
مدينة #السادات كانت كل المباني فيها تقريباً (مباني المدينة أو الجهاز) عليها سخانات شمسية,negative,NEG
""") #شيرين",negative,NEG
اووووووه نسيت !!! مفيش #برنامج #البرنامج مع #باسم_يوسف النهاردة!! :( غابت البسمة الليلة مفتقدينك يا #باسم !! #باسمون #مصر #بس_بقول,negative,NEG
تكبيررررررررررررررررر مسيرة احرار #المعادى الان,neutral,NEUTRAL
اعلام النظام السابق مازال قائماً : البلطجة الفكرية أقوى أسلحة اجهاض الثورة ماذا يحدث ؟!,negative,NEG
"متابع للدستور وكل مسوداته منذ شهرين تخيير الناس بين ""نعم"" للدستور و""لا"" لاستمرار إعلان غير دستوري هو ما أتحدث عنه",negative,NEG
وصلت المطار من الدقي في 11 دقيقة فعلا ساعة الحظر ما تتعوضتش,negative,NEG
بلاغ للنائب العام مطلوب صاحب هذه الصوره الذى هدد نجيب ساويرس بالقتل والاعدام,negative,NEG
هو انا عشان بعمل الصح وبغير من نفسى للأحسن ابقى كده معقده #مجتمع_مريض #حافظ_مش_فاهم :),negative,NEG
المادة التاسعة وأسباب أخرى لرفض مسودة مبادئ الدستور (1) - عمرو حمزاوي - بوابة الشروق,negative,NEG
مرة جماعة اتبهدلت من عبد الناصر جم عملوا إيه بالظبط #تاتاراراتتت,negative,NEG
